Neighborhood,Release
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
Lincoln-Lemington-Belmar,20100.0
Lincoln-Lemington-Belmar,0.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Lincoln-Lemington-Belmar,31740.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,1035.0
Lincoln-Lemington-Belmar,250.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,250.0
Esplen,250.0
Windgap,250.0
Lincoln-Lemington-Belmar,1959.0
Lincoln-Lemington-Belmar,0.0
Oakwood,15000.0
Westwood,15000.0
Fairywood,15000.0
East Carnegie,15000.0
Crafton Heights,15000.0
Windgap,15000.0
Oakwood,3200.0
Westwood,3200.0
Fairywood,3200.0
East Carnegie,3200.0
Crafton Heights,3200.0
Windgap,3200.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Lincoln-Lemington-Belmar,2467.0
Lincoln-Lemington-Belmar,0.0
Point Breeze North,0.0
Squirrel Hill North,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Homewood North,0.0
Larimer,0.0
Lincoln-Lemington-Belmar,0.0
Highland Park,0.0
Friendship,0.0
Homewood West,0.0
Bloomfield,0.0
Point Breeze,0.0
Stanton Heights,0.0
Shadyside,0.0
Point Breeze North,50800.0
Squirrel Hill North,50800.0
Garfield,50800.0
East Liberty,50800.0
Morningside,50800.0
Homewood North,50800.0
Larimer,50800.0
Lincoln-Lemington-Belmar,50800.0
Highland Park,50800.0
Friendship,50800.0
Homewood West,50800.0
Bloomfield,50800.0
Point Breeze,50800.0
Stanton Heights,50800.0
Shadyside,50800.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Glen Hazel,13000.0
Lincoln Place,13000.0
Hays,13000.0
Greenfield,13000.0
New Homestead,13000.0
Hazelwood,13000.0
South Oakland,13000.0
Squirrel Hill South,13000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,47000.0
Hays,47000.0
Lincoln Place,52000.0
Hays,52000.0
Lincoln Place,18.0
Hays,18.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Fairywood,636.0
Crafton Heights,636.0
Chartiers City,636.0
Esplen,636.0
Sheraden,636.0
Windgap,636.0
Elliott,636.0
Fairywood,0.0
Crafton Heights,0.0
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
East Carnegie,0.0
East Carnegie,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,9300.0
Allegheny West,9300.0
Manchester,9300.0
Marshall-Shadeland,9300.0
Central Northside,9300.0
Allegheny Center,9300.0
Brighton Heights,9300.0
California-Kirkbride,9300.0
Chateau,9300.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Garfield,750.0
East Liberty,750.0
Morningside,750.0
Lower Lawrenceville,750.0
Polish Hill,750.0
Bloomfield,750.0
Central Lawrenceville,750.0
Stanton Heights,750.0
Strip District,750.0
Upper Lawrenceville,750.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Glen Hazel,12000.0
Lincoln Place,12000.0
Hays,12000.0
Greenfield,12000.0
New Homestead,12000.0
Hazelwood,12000.0
South Oakland,12000.0
Squirrel Hill South,12000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Garfield,13.0
East Liberty,13.0
Morningside,13.0
Lower Lawrenceville,13.0
Polish Hill,13.0
Bloomfield,13.0
Central Lawrenceville,13.0
Stanton Heights,13.0
Strip District,13.0
Upper Lawrenceville,13.0
Garfield,49.0
East Liberty,49.0
Morningside,49.0
Lower Lawrenceville,49.0
Polish Hill,49.0
Bloomfield,49.0
Central Lawrenceville,49.0
Stanton Heights,49.0
Strip District,49.0
Upper Lawrenceville,49.0
Glen Hazel,31000.0
Lincoln Place,31000.0
Hays,31000.0
Greenfield,31000.0
New Homestead,31000.0
Hazelwood,31000.0
South Oakland,31000.0
Squirrel Hill South,31000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,5600.0
Lincoln Place,5600.0
Hays,5600.0
Greenfield,5600.0
New Homestead,5600.0
Hazelwood,5600.0
South Oakland,5600.0
Squirrel Hill South,5600.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Fairywood,250.0
Crafton Heights,250.0
Chartiers City,250.0
Esplen,250.0
Sheraden,250.0
Windgap,250.0
Elliott,250.0
Fairywood,0.0
Crafton Heights,0.0
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,4771.0
East Liberty,4771.0
Morningside,4771.0
Lower Lawrenceville,4771.0
Polish Hill,4771.0
Bloomfield,4771.0
Central Lawrenceville,4771.0
Stanton Heights,4771.0
Strip District,4771.0
Upper Lawrenceville,4771.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
East Carnegie,0.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
East Carnegie,368.0
East Carnegie,0.0
East Carnegie,209.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,11046.0
East Liberty,11046.0
Morningside,11046.0
Lower Lawrenceville,11046.0
Polish Hill,11046.0
Bloomfield,11046.0
Central Lawrenceville,11046.0
Stanton Heights,11046.0
Strip District,11046.0
Upper Lawrenceville,11046.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Lincoln-Lemington-Belmar,1696.0
Lincoln-Lemington-Belmar,0.0
Oakwood,0.0
Westwood,0.0
Fairywood,0.0
East Carnegie,0.0
Crafton Heights,0.0
Windgap,0.0
Oakwood,0.0
Westwood,0.0
Fairywood,0.0
East Carnegie,0.0
Crafton Heights,0.0
Windgap,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,8530.0
East Liberty,8530.0
Morningside,8530.0
Lower Lawrenceville,8530.0
Polish Hill,8530.0
Bloomfield,8530.0
Central Lawrenceville,8530.0
Stanton Heights,8530.0
Strip District,8530.0
Upper Lawrenceville,8530.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Duquesne Heights,14500.0
Westwood,14500.0
Crafton Heights,14500.0
Banksville,14500.0
Mount Washington,14500.0
West End,14500.0
Ridgemont,14500.0
South Shore,14500.0
Sheraden,14500.0
Beechview,14500.0
Elliott,14500.0
Duquesne Heights,0.0
Westwood,0.0
Crafton Heights,0.0
Banksville,0.0
Mount Washington,0.0
West End,0.0
Ridgemont,0.0
South Shore,0.0
Sheraden,0.0
Beechview,0.0
Elliott,0.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,1400.0
Allegheny West,1400.0
Manchester,1400.0
Marshall-Shadeland,1400.0
Central Northside,1400.0
Allegheny Center,1400.0
Brighton Heights,1400.0
California-Kirkbride,1400.0
Chateau,1400.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,25000.0
Allegheny West,25000.0
Manchester,25000.0
Marshall-Shadeland,25000.0
Central Northside,25000.0
Allegheny Center,25000.0
Brighton Heights,25000.0
California-Kirkbride,25000.0
Chateau,25000.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
East Carnegie,0.0
East Carnegie,250.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Lincoln Place,520.0
Hays,520.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,23.0
Hays,23.0
Lincoln Place,25.0
Hays,25.0
Lincoln-Lemington-Belmar,5060.0
Lincoln-Lemington-Belmar,0.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,1700.0
Allegheny West,1700.0
Manchester,1700.0
Marshall-Shadeland,1700.0
Central Northside,1700.0
Allegheny Center,1700.0
Brighton Heights,1700.0
California-Kirkbride,1700.0
Chateau,1700.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,250.0
Fairywood,82.0
Crafton Heights,82.0
Chartiers City,82.0
Esplen,82.0
Sheraden,82.0
Windgap,82.0
Elliott,82.0
Fairywood,0.0
Crafton Heights,0.0
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Fairywood,5.0
Crafton Heights,5.0
Chartiers City,5.0
Esplen,5.0
Sheraden,5.0
Windgap,5.0
Elliott,5.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,4563.0
East Liberty,4563.0
Morningside,4563.0
Lower Lawrenceville,4563.0
Polish Hill,4563.0
Bloomfield,4563.0
Central Lawrenceville,4563.0
Stanton Heights,4563.0
Strip District,4563.0
Upper Lawrenceville,4563.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Glen Hazel,58000.0
Lincoln Place,58000.0
Hays,58000.0
Greenfield,58000.0
New Homestead,58000.0
Hazelwood,58000.0
South Oakland,58000.0
Squirrel Hill South,58000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,67.0
Lincoln Place,67.0
Hays,67.0
Greenfield,67.0
New Homestead,67.0
Hazelwood,67.0
South Oakland,67.0
Squirrel Hill South,67.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,10000.0
Lincoln Place,10000.0
Hays,10000.0
Greenfield,10000.0
New Homestead,10000.0
Hazelwood,10000.0
South Oakland,10000.0
Squirrel Hill South,10000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,74000.0
Lincoln Place,74000.0
Hays,74000.0
Greenfield,74000.0
New Homestead,74000.0
Hazelwood,74000.0
South Oakland,74000.0
Squirrel Hill South,74000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
East Carnegie,0.0
East Carnegie,0.0
Lincoln-Lemington-Belmar,2174.0
Lincoln-Lemington-Belmar,0.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,0.0
Beltzhoover,0.0
Bon Air,0.0
Overbrook,0.0
Carrick,0.0
Mount Washington,0.0
Beechview,0.0
Brookline,0.0
Beltzhoover,0.0
Bon Air,0.0
Overbrook,0.0
Carrick,0.0
Mount Washington,0.0
Beechview,0.0
Lincoln Place,9535.0
Hays,9535.0
Lincoln Place,0.0
Hays,0.0
Duquesne Heights,13000.0
Westwood,13000.0
Crafton Heights,13000.0
Banksville,13000.0
Mount Washington,13000.0
West End,13000.0
Ridgemont,13000.0
South Shore,13000.0
Sheraden,13000.0
Beechview,13000.0
Elliott,13000.0
Duquesne Heights,0.0
Westwood,0.0
Crafton Heights,0.0
Banksville,0.0
Mount Washington,0.0
West End,0.0
Ridgemont,0.0
South Shore,0.0
Sheraden,0.0
Beechview,0.0
Elliott,0.0
Squirrel Hill South,250.0
Swisshelm Park,250.0
Regent Square,250.0
Squirrel Hill South,0.0
Swisshelm Park,0.0
Regent Square,0.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Duquesne Heights,13600.0
Westwood,13600.0
Crafton Heights,13600.0
Banksville,13600.0
Mount Washington,13600.0
West End,13600.0
Ridgemont,13600.0
South Shore,13600.0
Sheraden,13600.0
Beechview,13600.0
Elliott,13600.0
Duquesne Heights,0.0
Westwood,0.0
Crafton Heights,0.0
Banksville,0.0
Mount Washington,0.0
West End,0.0
Ridgemont,0.0
South Shore,0.0
Sheraden,0.0
Beechview,0.0
Elliott,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Lincoln-Lemington-Belmar,31000.0
Lincoln-Lemington-Belmar,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,9160.0
Allegheny West,9160.0
Manchester,9160.0
Marshall-Shadeland,9160.0
